DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (Porcentagem)
2017-11-01,2017,1,11,DIMAC_ICTI3,2017-11-01T00:00:00-02:00,5.98290059145152
2017-12-01,2017,1,12,DIMAC_ICTI3,2017-12-01T00:00:00-02:00,6.03382933694765
2018-01-01,2018,1,1,DIMAC_ICTI3,2018-01-01T00:00:00-02:00,5.62262844815558
2018-02-01,2018,1,2,DIMAC_ICTI3,2018-02-01T00:00:00-02:00,4.90948329693408
2018-03-01,2018,1,3,DIMAC_ICTI3,2018-03-01T00:00:00-03:00,4.51533682961236
2018-04-01,2018,1,4,DIMAC_ICTI3,2018-04-01T00:00:00-03:00,4.33350311603518
2018-05-01,2018,1,5,DIMAC_ICTI3,2018-05-01T00:00:00-03:00,4.43471837878471
2018-06-01,2018,1,6,DIMAC_ICTI3,2018-06-01T00:00:00-03:00,4.830917514144
2018-07-01,2018,1,7,DIMAC_ICTI3,2018-07-01T00:00:00-03:00,4.45207177429154
2018-08-01,2018,1,8,DIMAC_ICTI3,2018-08-01T00:00:00-03:00,4.08542035610164
2018-09-01,2018,1,9,DIMAC_ICTI3,2018-09-01T00:00:00-03:00,3.83555227703762
2018-10-01,2018,1,10,DIMAC_ICTI3,2018-10-01T00:00:00-03:00,3.83113196747569
2018-11-01,2018,1,11,DIMAC_ICTI3,2018-11-01T00:00:00-03:00,3.25076764785175
2018-12-01,2018,1,12,DIMAC_ICTI3,2018-12-01T00:00:00-02:00,2.57694059795046
2019-01-01,2019,1,1,DIMAC_ICTI3,2019-01-01T00:00:00-02:00,2.96163659243356
2019-02-01,2019,1,2,DIMAC_ICTI3,2019-02-01T00:00:00-02:00,3.73533733583142
2019-03-01,2019,1,3,DIMAC_ICTI3,2019-03-01T00:00:00-03:00,4.36
2019-04-01,2019,1,4,DIMAC_ICTI3,2019-04-01T00:00:00-03:00,4.73649042405322
2019-05-01,2019,1,5,DIMAC_ICTI3,2019-05-01T00:00:00-03:00,4.76073264879275
2019-06-01,2019,1,6,DIMAC_ICTI3,2019-06-01T00:00:00-03:00,4.64784905931959
2019-07-01,2019,1,7,DIMAC_ICTI3,2019-07-01T00:00:00-03:00,5.03479092168526
2019-08-01,2019,1,8,DIMAC_ICTI3,2019-08-01T00:00:00-03:00,5.26349833932882
2019-09-01,2019,1,9,DIMAC_ICTI3,2019-09-01T00:00:00-03:00,5.56200122535824
2019-10-01,2019,1,10,DIMAC_ICTI3,2019-10-01T00:00:00-03:00,5.30596241397916
2019-11-01,2019,1,11,DIMAC_ICTI3,2019-11-01T00:00:00-03:00,5.578294
2019-12-01,2019,1,12,DIMAC_ICTI3,2019-12-01T00:00:00-03:00,6.23964147456071
2020-01-01,2020,1,1,DIMAC_ICTI3,2020-01-01T00:00:00-03:00,5.98793602103713
2020-02-01,2020,1,2,DIMAC_ICTI3,2020-02-01T00:00:00-03:00,5.69763960555062
2020-03-01,2020,1,3,DIMAC_ICTI3,2020-03-01T00:00:00-03:00,5.69871466901188
2020-04-01,2020,1,4,DIMAC_ICTI3,2020-04-01T00:00:00-03:00,5.80535970356895
2020-05-01,2020,1,5,DIMAC_ICTI3,2020-05-01T00:00:00-03:00,5.61076127488419
2020-06-01,2020,1,6,DIMAC_ICTI3,2020-06-01T00:00:00-03:00,5.36121999954659
2020-07-01,2020,1,7,DIMAC_ICTI3,2020-07-01T00:00:00-03:00,5.937503
2020-08-01,2020,1,8,DIMAC_ICTI3,2020-08-01T00:00:00-03:00,6.19336159940554
2020-09-01,2020,1,9,DIMAC_ICTI3,2020-09-01T00:00:00-03:00,6.92789025468997
2020-10-01,2020,1,10,DIMAC_ICTI3,2020-10-01T00:00:00-03:00,7.35029406914229
2020-11-01,2020,1,11,DIMAC_ICTI3,2020-11-01T00:00:00-03:00,7.80205077769967
