DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (Unidade)
2002-10-01,2002,1,10,ACSP12_TELCH12,2002-10-01T00:00:00-03:00,2003833.0
2002-11-01,2002,1,11,ACSP12_TELCH12,2002-11-01T00:00:00-03:00,1951594.0
2002-12-01,2002,1,12,ACSP12_TELCH12,2002-12-01T00:00:00-02:00,2148707.0
2003-01-01,2003,1,1,ACSP12_TELCH12,2003-01-01T00:00:00-02:00,1630761.0
2003-02-01,2003,1,2,ACSP12_TELCH12,2003-02-01T00:00:00-02:00,1505161.0
2003-03-01,2003,1,3,ACSP12_TELCH12,2003-03-01T00:00:00-03:00,1539324.0
2003-04-01,2003,1,4,ACSP12_TELCH12,2003-04-01T00:00:00-03:00,1581769.0
2003-05-01,2003,1,5,ACSP12_TELCH12,2003-05-01T00:00:00-03:00,1739270.0
2003-06-01,2003,1,6,ACSP12_TELCH12,2003-06-01T00:00:00-03:00,1735346.0
2003-07-01,2003,1,7,ACSP12_TELCH12,2003-07-01T00:00:00-03:00,1862412.0
2003-08-01,2003,1,8,ACSP12_TELCH12,2003-08-01T00:00:00-03:00,1917836.0
2003-09-01,2003,1,9,ACSP12_TELCH12,2003-09-01T00:00:00-03:00,1831443.0
2003-10-01,2003,1,10,ACSP12_TELCH12,2003-10-01T00:00:00-03:00,1996733.0
2003-11-01,2003,1,11,ACSP12_TELCH12,2003-11-01T00:00:00-03:00,1946062.0
2003-12-01,2003,1,12,ACSP12_TELCH12,2003-12-01T00:00:00-02:00,2279553.0
2004-01-01,2004,1,1,ACSP12_TELCH12,2004-01-01T00:00:00-02:00,1557236.0
2004-02-01,2004,1,2,ACSP12_TELCH12,2004-02-01T00:00:00-02:00,1478068.0
2004-03-01,2004,1,3,ACSP12_TELCH12,2004-03-01T00:00:00-03:00,1677906.0
2004-04-01,2004,1,4,ACSP12_TELCH12,2004-04-01T00:00:00-03:00,1576619.0
2004-05-01,2004,1,5,ACSP12_TELCH12,2004-05-01T00:00:00-03:00,1783392.0
2004-06-01,2004,1,6,ACSP12_TELCH12,2004-06-01T00:00:00-03:00,1773391.0
2004-07-01,2004,1,7,ACSP12_TELCH12,2004-07-01T00:00:00-03:00,1949987.0
2004-08-01,2004,1,8,ACSP12_TELCH12,2004-08-01T00:00:00-03:00,1917847.0
2004-09-01,2004,1,9,ACSP12_TELCH12,2004-09-01T00:00:00-03:00,1800675.0
2004-10-01,2004,1,10,ACSP12_TELCH12,2004-10-01T00:00:00-03:00,1991069.0
2004-11-01,2004,1,11,ACSP12_TELCH12,2004-11-01T00:00:00-03:00,2041418.0
2004-12-01,2004,1,12,ACSP12_TELCH12,2004-12-01T00:00:00-02:00,2494445.0
2005-01-01,2005,1,1,ACSP12_TELCH12,2005-01-01T00:00:00-02:00,1652998.0
2005-02-01,2005,1,2,ACSP12_TELCH12,2005-02-01T00:00:00-02:00,1533320.0
2005-03-01,2005,1,3,ACSP12_TELCH12,2005-03-01T00:00:00-03:00,1714350.0
2005-04-01,2005,1,4,ACSP12_TELCH12,2005-04-01T00:00:00-03:00,1688209.0
2005-05-01,2005,1,5,ACSP12_TELCH12,2005-05-01T00:00:00-03:00,1840408.0
2005-06-01,2005,1,6,ACSP12_TELCH12,2005-06-01T00:00:00-03:00,1855286.0
2005-07-01,2005,1,7,ACSP12_TELCH12,2005-07-01T00:00:00-03:00,1951603.0
2005-08-01,2005,1,8,ACSP12_TELCH12,2005-08-01T00:00:00-03:00,1963655.0
2005-09-01,2005,1,9,ACSP12_TELCH12,2005-09-01T00:00:00-03:00,1756095.0
2005-10-01,2005,1,10,ACSP12_TELCH12,2005-10-01T00:00:00-03:00,2044947.0
2005-11-01,2005,1,11,ACSP12_TELCH12,2005-11-01T00:00:00-02:00,2165160.0
2005-12-01,2005,1,12,ACSP12_TELCH12,2005-12-01T00:00:00-02:00,2709228.0
2006-01-01,2006,1,1,ACSP12_TELCH12,2006-01-01T00:00:00-02:00,1784844.0
2006-02-01,2006,1,2,ACSP12_TELCH12,2006-02-01T00:00:00-02:00,1610211.0
2006-03-01,2006,1,3,ACSP12_TELCH12,2006-03-01T00:00:00-03:00,1864673.0
2006-04-01,2006,1,4,ACSP12_TELCH12,2006-04-01T00:00:00-03:00,1727699.0
2006-05-01,2006,1,5,ACSP12_TELCH12,2006-05-01T00:00:00-03:00,2013998.0
2006-06-01,2006,1,6,ACSP12_TELCH12,2006-06-01T00:00:00-03:00,1948165.0
2006-07-01,2006,1,7,ACSP12_TELCH12,2006-07-01T00:00:00-03:00,2079502.0
2006-08-01,2006,1,8,ACSP12_TELCH12,2006-08-01T00:00:00-03:00,2075391.0
2006-09-01,2006,1,9,ACSP12_TELCH12,2006-09-01T00:00:00-03:00,1842520.0
2006-10-01,2006,1,10,ACSP12_TELCH12,2006-10-01T00:00:00-03:00,2122879.0
2006-11-01,2006,1,11,ACSP12_TELCH12,2006-11-01T00:00:00-03:00,2248608.0
2006-12-01,2006,1,12,ACSP12_TELCH12,2006-12-01T00:00:00-02:00,2839795.0
2007-01-01,2007,1,1,ACSP12_TELCH12,2007-01-01T00:00:00-02:00,1831802.0
2007-02-01,2007,1,2,ACSP12_TELCH12,2007-02-01T00:00:00-02:00,1640329.0
2007-03-01,2007,1,3,ACSP12_TELCH12,2007-03-01T00:00:00-03:00,1966617.0
2007-04-01,2007,1,4,ACSP12_TELCH12,2007-04-01T00:00:00-03:00,1831533.0
2007-05-01,2007,1,5,ACSP12_TELCH12,2007-05-01T00:00:00-03:00,2137415.0
2007-06-01,2007,1,6,ACSP12_TELCH12,2007-06-01T00:00:00-03:00,2120340.0
2007-07-01,2007,1,7,ACSP12_TELCH12,2007-07-01T00:00:00-03:00,2202554.0
2007-08-01,2007,1,8,ACSP12_TELCH12,2007-08-01T00:00:00-03:00,2198767.0
2007-09-01,2007,1,9,ACSP12_TELCH12,2007-09-01T00:00:00-03:00,1924409.0
2007-10-01,2007,1,10,ACSP12_TELCH12,2007-10-01T00:00:00-03:00,2318667.0
2007-11-01,2007,1,11,ACSP12_TELCH12,2007-11-01T00:00:00-02:00,2408285.0
2007-12-01,2007,1,12,ACSP12_TELCH12,2007-12-01T00:00:00-02:00,3058498.0
2008-01-01,2008,1,1,ACSP12_TELCH12,2008-01-01T00:00:00-02:00,1977466.0
2008-02-01,2008,1,2,ACSP12_TELCH12,2008-02-01T00:00:00-02:00,1783089.0
2008-03-01,2008,1,3,ACSP12_TELCH12,2008-03-01T00:00:00-03:00,2029991.0
2008-04-01,2008,1,4,ACSP12_TELCH12,2008-04-01T00:00:00-03:00,2068434.0
2008-05-01,2008,1,5,ACSP12_TELCH12,2008-05-01T00:00:00-03:00,2218451.0
2008-06-01,2008,1,6,ACSP12_TELCH12,2008-06-01T00:00:00-03:00,2217051.0
2008-07-01,2008,1,7,ACSP12_TELCH12,2008-07-01T00:00:00-03:00,2317660.0
2008-08-01,2008,1,8,ACSP12_TELCH12,2008-08-01T00:00:00-03:00,2195026.0
2008-09-01,2008,1,9,ACSP12_TELCH12,2008-09-01T00:00:00-03:00,2051978.0
2008-10-01,2008,1,10,ACSP12_TELCH12,2008-10-01T00:00:00-03:00,2283022.0
2008-11-01,2008,1,11,ACSP12_TELCH12,2008-11-01T00:00:00-02:00,2389463.0
2008-12-01,2008,1,12,ACSP12_TELCH12,2008-12-01T00:00:00-02:00,3214512.0
2009-01-01,2009,1,1,ACSP12_TELCH12,2009-01-01T00:00:00-02:00,1878271.0
2009-02-01,2009,1,2,ACSP12_TELCH12,2009-02-01T00:00:00-02:00,1684839.0
2009-03-01,2009,1,3,ACSP12_TELCH12,2009-03-01T00:00:00-03:00,2040909.0
2009-04-01,2009,1,4,ACSP12_TELCH12,2009-04-01T00:00:00-03:00,1862134.0
2009-05-01,2009,1,5,ACSP12_TELCH12,2009-05-01T00:00:00-03:00,2197106.0
2009-06-01,2009,1,6,ACSP12_TELCH12,2009-06-01T00:00:00-03:00,2283138.0
2009-07-01,2009,1,7,ACSP12_TELCH12,2009-07-01T00:00:00-03:00,2415394.0
2009-08-01,2009,1,8,ACSP12_TELCH12,2009-08-01T00:00:00-03:00,2325084.0
2009-09-01,2009,1,9,ACSP12_TELCH12,2009-09-01T00:00:00-03:00,2051191.0
2009-10-01,2009,1,10,ACSP12_TELCH12,2009-10-01T00:00:00-03:00,2371468.0
2009-11-01,2009,1,11,ACSP12_TELCH12,2009-11-01T00:00:00-02:00,2494833.0
2009-12-01,2009,1,12,ACSP12_TELCH12,2009-12-01T00:00:00-02:00,3452866.0
2010-01-01,2010,1,1,ACSP12_TELCH12,2010-01-01T00:00:00-02:00,1948879.0
2010-02-01,2010,1,2,ACSP12_TELCH12,2010-02-01T00:00:00-02:00,1788257.0
2010-03-01,2010,1,3,ACSP12_TELCH12,2010-03-01T00:00:00-03:00,2224998.0
2010-04-01,2010,1,4,ACSP12_TELCH12,2010-04-01T00:00:00-03:00,1995881.0
2010-05-01,2010,1,5,ACSP12_TELCH12,2010-05-01T00:00:00-03:00,2345750.0
2010-06-01,2010,1,6,ACSP12_TELCH12,2010-06-01T00:00:00-03:00,2391986.0
2010-07-01,2010,1,7,ACSP12_TELCH12,2010-07-01T00:00:00-03:00,2533299.0
2010-08-01,2010,1,8,ACSP12_TELCH12,2010-08-01T00:00:00-03:00,2485554.0
2010-09-01,2010,1,9,ACSP12_TELCH12,2010-09-01T00:00:00-03:00,2214099.0
2010-10-01,2010,1,10,ACSP12_TELCH12,2010-10-01T00:00:00-03:00,2558617.0
